company,дугаар,цаг,хэсэг,нэр_дэвшигч,асуугч,хариулагч,асуулт,хариулт
Master Time,44.0,50:27,Мастер цаг - албан ёсны ярилцлага,Сарул,Ярилцлагын самбар,Сарул,Та энэ хэлтэст ажиллах хүсэлтэй байна уу? Та Cartier-ийн талаар илүү их судалгаа хийсэн болохоор би одоо ямар цуглуулгыг өмсөж байна вэ?,Би ялангуяа сонирхож байна. Энэ бол танкийн цуглуулга юм. 18 каратын цагаан алтаар хийсэн гэж бодож байна. Үнэндээ цагаан бол ган байж болно.
Master Time,45.0,51:02,Мастер цаг - албан ёсны ярилцлага,Сарул,Ярилцлагын самбар,Сарул,Энэ цаг ямар зүсэлттэй вэ? Та надад хэлж чадах уу?,Энэ нь яг ямар төрлийн зүслэг гэдгийг би мэдэхгүй. Гэхдээ миний анхны сэтгэгдэл бол их сайхан санагдаж байна.
Master Time,46.0,51:43,Мастер цаг - албан ёсны ярилцлага,Олон нэр дэвшигч,Ярилцлагын самбар,Олон нэр дэвшигч,Та энэ ажилд орж чадна гэж бодож байна уу?,"Тийм ээ, би энэ ажилд орж чадна гэж бодож байна. Үүнийг миний ярианы өнгө, урам зоригоос харж болно."
Master Time,47.0,52:01,Мастер цаг - дүрд тоглох,Олон нэр дэвшигч,Ярилцагч (хэрэглэгчийн хувьд),Олон нэр дэвшигч,Би удахгүй тусгай арга хэмжээнд оролцох гэж байна. Надад гоё гоёл санал болгооч.,"Messika брэндийг санал болгомоор байна. Шинэ загвар, шинэ цуглуулгууд ирлээ. Яг одоо танд зориулж гоёмсог бөгжнүүд бэлэн байна."
Master Time,48.0,52:20,Мастер цаг - албан ёсны ярилцлага,Олон нэр дэвшигч,Ярилцлагын самбар,Олон нэр дэвшигч,Мессика бол огт судлагдаагүй брэнд шүү дээ? Борлуулалт хийхэд юу баталгаа өгөх вэ?,"Хэрэглэгчдэдээ сайн үйлчилгээ үзүүлж, борлуулахыг хүсч буй бүтээгдэхүүнээ мэдэж, үйлчлүүлэгчдэд таатай сэтгэгдэл төрүүлж чадвал та сайн худалдагч болно. Надтай яриад л яваад байгаа хүмүүс сайхан сэтгэгдэлтэй явдаг."
Master Time,49.0,52:54,Мастер цаг - албан ёсны ярилцлага,Олон нэр дэвшигч,Ярилцлагын самбар,Олон нэр дэвшигч,Та энэ компанид хэр удаан ажиллахаар төлөвлөж байна вэ? Хүн Rolex дээр хөнгөлөлт авах боломжтой юу?,"Би баяртай байна, энэ компанид олон жил, гурав, таван жил ажилламаар байна. Үгүй ээ, тус компани Rolex дээр хөнгөлөлт үзүүлдэггүй."
Master Time,50.0,53:22,Мастер цаг - албан ёсны ярилцлага,Олон нэр дэвшигч,Ярилцлагын самбар,Ярилцагч (захирал),Ажилд авах гэж байгаа ажил горилогчоос та юу хүлээж байна вэ? Ямар ур чадвар хамгийн их хэрэгтэй вэ?,"Бид асар их судалгаа, боловсруулалт бүхий нэг бүтээгдэхүүнд нэгээс хоёр жил зарцуулдаг. Хүн орж ирээд ажиллах газраа сонгоход Мастер цагийг сайн мэдэхгүй ч бидний санал болгож буй зүйлийг үзэхээр ирдэг -- хамгийн гол нь та өөрийнхөө тухай ярьж байгаа юм шиг бүтээгдэхүүний талаар бүгдийг мэдэж чаддаг байх явдал юм."
Master Time,51.0,54:12,Мастер цаг - Ярилцлагын дараах хариу үйлдэл,Гэрэл-Элемес,Хөтлөгч,Гэрэл-Элемес,Ярилцлага хэрхэн болсон гэж та бодож байна вэ?,"Би өөрийгөө бүрэн эелдэг байсан гэж боддог, гэхдээ би бодсон шигээ бэлтгэж, хүргэж чадаагүй. Энэ нь хоосон цаас өгөхтэй адил байсан гэж бодож байна."
Master Time,52.0,54:40,Мастер цаг - Ярилцлагын дараах хариу үйлдэл,Номин-Алтан-Өлзий,Хөтлөгч,Номин-Алтан-Өлзий,Таны бодлоор давах магадлал хэд вэ?,Энэ ажлыг давах магадлал 65 хувьтай гэж бодож байна.
Master Time,53.0,55:17,Мастер цаг - Ярилцлагын дараах хариу үйлдэл,Сумъяа,Хөтлөгч,Сумъяа,Ярилцлагын талаар та ямар сэтгэгдэлтэй байна вэ?,Миний авч байсан хамгийн муу ярилцлага. Ямар ч тохиолдолд энэ нь муу байх болно. Энэ нь улам дордов. Брэнд бүтээх тал дээр би асуултыг сайн ойлгоогүй. Би брэндийн түүхийг судалж үзсэн боловч брэндийн философийн талаар юу ч мэдэхгүй байсан.
Master Time,54.0,56:14,Мастер цаг - Ярилцлагын дараах хариу үйлдэл,Сарул,Хөтлөгч,Сарул,Ярилцлагын талаар та ямар сэтгэгдэлтэй байна вэ?,"Загвар зохион бүтээгч, мэдрэмжтэй эмэгтэй хүн яг мэргэжлийн хүнээс хүсдэг зүйл, бэлтгэлээ сайн хийсэн. Би энэ ажилд тохирох хүн гэдэгтээ итгэлтэй байгаа учраас энэ жил тэнцэх магадлал нэлээд өндөр байгаа гэж бодож байна."
Master Time,55.0,56:53,Мастер цаг - Ярилцлагын дараах хариу үйлдэл,Номин-Алтан-Өлзий,Хөтлөгч,Номин-Алтан-Өлзий,Эцсийн бодол байна уу?,Хэдхэн хоногийн дараа компани надтай холбогдож хариу өгнө. Би бага зэрэг сандарсан ч ярьж эхлэхэд би тайвширсан.
Master Time,56.0,58:00,Мастер цаг - Үр дүн,Сумъяа,Ярилцагч (захирал),Ярилцагч (захирал),[Үр дүнг мэдэгдэхийн тулд утсаар ярих],"Нэр дэвшигч хэдийгээр арвин туршлагатай ч бид тэднийг анхнаас нь сургаж, багийнхаа гишүүн болгохоор шийдсэн. Шалгарсан нэр дэвшигчид хоёулаа гэрээнд гарын үсэг зурсан. Хэзээ эхлэх талаар дэлгэрэнгүй мэдээллийг илгээх болно."
Master Time,57.0,58:35,Мастер цаг - Үр дүн,Сумъяа,Хөтлөгч,Сумъяа,Үр дүнгийн талаар та ямар сэтгэгдэлтэй байна вэ?,"Энэ нь тохиромжгүй гэж бодсон ч хариултыг нь сонсох гэж маш удаан хүлээсэн. Эцэст нь би тэнцэж чадсан. Би баяртай байна. Утсаар ярилаа, бараг нойргүй хоног тоолж байгаа юм шиг. Би маш их баяртай байсан. Би үүнд үнэхээр итгэхгүй байгаа болохоор нэг их харуулахгүй байна. Гэхдээ ямар ч байсан би маш их баяртай байна. Тэд намайг сургахыг хүсдэг, би сайн сурч байна."
